ID,LessonID,Word,vi,en
14001,71,신문사,òa soạn báo,
14002,71,광고,Quảng cáo,
14003,71,경제면,Trang kinh tế,
14004,71,스포츠면,Trang thể thao,
14005,71,기사,Bài báo,
14006,71,사설,Bài xã luận,
14007,71,사회면,Trang xã hội,
14008,71,국제면,Trang quốc tế,
14009,71,머리기사,Tiêu đề bài báo,
14010,71,정치면,Trang chính trị,
14011,71,문화면,Trang văn hóa,
14012,71,제호,Tiêu đề,
14013,71,1면 사진,Hình trang đầu,
14014,71,사진설명문,Mô tả hình ảnh,
14015,71,주요기사 안내,mẫu tin chính,
14016,71,지면,Mặt báo,
14017,71,공중파 방송/ 지상파 방송, truyền hình mặt đất,
14018,71,유선 방송/ 케이블 방송," truyền hình hữu tuyến, có dây",
14019,71,인터넷 방송,Truyền hình internet,
14020,71,채널,"Kênh (tivi, đài...)",
14021,71,채널을 돌리다,chuyển kênh,
14022,71,시청자,"Người xem, khán giả",
14023,71,시청하다,xem (nghe và nhìn),
14024,71,기자,"phóng viên, nhà báo, ký giả",
14025,71,특파원,đặc phái viên,
14026,71,아나운서,phát thanh viên,
14027,71,프로듀서,Nhà sản xuất,
14028,71,취재하다,lấy tin,
14029,71,보도하다,đưa tin,
14030,71,제작하다,sản xuất,
14031,71,프로그램,chương trình,
14032,71,속보,"tin nhanh, tin vắn",
14033,71,생방송,truyền hình trực tiếp,
14034,71,재방송,phát sóng lại,
14035,71,뉴스,Tin tức,
14036,71,시사 프로그램,Chương trình thời sự,
14037,71,특집 방송," phát sóng đặc biệt, đặc san",
14038,71,스포츠 중계방송,truyền hình trực tiếp thể thao,
14039,71,예능 프로그램,"chương trình nghệ thuật, chương trình giải trí",
14040,71,드라마,Phim truyền hình,
14041,71,출연,"trình diễn, biểu diễn (sự xuất hiện trên truyền hình, sân khấu...)",
14042,71,늘어나다,tăng lên,
14043,71,특집,ấn phẩm đặc biệt,
14044,71,등장하다,"xuất hiện trên sân khấu, ra mắt",
14045,71,실력,thực lực,
14046,71,거침없다,không có gì trở ngại,
14047,71,입담,tài ăn nói,
14048,71,활약하다,hoạt động tích cực,
14049,71,꾸준하다,"liên tục, bền bỉ",
14050,71,유창한,"thành thạo, lưu loát, trôi chảy",
14051,71,구사하다,sử dụng thành thạo,
14052,71,혼혈인,người con lai (lai dòng máu 2 dân tộc/ đất nước),
14053,71,사로잡다,"thu hút, hớp hồn, bắt sống...",
14054,71,친숙하다,"thân thuộc, thân quen, quen mặt",
14055,71,겨울연가,bản tình ca mùa đông,
14056,71,꾸준히,đều đặn,
14057,71,수출되다,được xuất khẩu,
14058,71,시나리오,kịch bản,
14059,71,판권,bản quyền,
14060,71,형식,hình thức,
14061,71,터키,Turkey - Thổ nhĩ kỳ,
14062,71,탐구,"tham cứu, khảo cứu, thăm dò",
14063,71,코너,corner-  góc độ,
14064,71,활발하게,"một cách hoạt bát, sinh động, sôi nổi",
14065,71,영향,sự ảnh hưởng,
14066,71,연예인,nghệ sĩ,
14067,71,쏠리다,"bị đổ, bị dồn về một phía ",
14068,71,색다르다,"khác lạ, đặc sắc",
14069,71,기대하다,mong đợi,
14070,71,거주하다,"cư trú, sinh sống",
14071,71,이주민," người di trú, di cư",
14072,71,구성원,thành viên,
14073,71,소통하다,"thông hiểu, giao tiếp, trao đổi",
14074,71,다국어,đa ngôn ngữ,
14075,71,운영되다,"được điều hành, được vận hành",
14076,71,사항,"điều khoản, thông tin",
14077,71,이주민 방송,đài truyền hình cho người nhập cư,
